Func,Video,CertRate,CertStat,Keys,Text,RespTime,Onset,Offset,SystemTime_Start,SystemTime_Stop,FrameTimestamps,
backinfo,NA,NA,NA,1,"Elena Alves was found murdered. She had been having an affair with Jonathan Fraser, the doctor who had been treating her son's cancer, and they had been together on the night of her murder.


Press the thumb button when ready to continue.",4.746284099761397,2024-04-03 14:46:47.720507,2024-04-03 14:46:53.300602,2024-04-03 14:46:47.720507,2024-04-03 14:46:53.300602,NA,
